timestamp;song_title;artist;year;album;collaborating_artists;spotify_link;streams;daily_streams;screenshot_path;status;failure_reason
20260208_124628;Tataya - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/4JYf6mLIn8VhfRbi1VLv2t;333390;0;D:\dev\SB19\OCR\cup_of_joe_tataya_live_2025_screenshot_20260208_131217.png;OK;
20260208_124628;Misteryoso - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/3UZYQ0rw1EuuVOC0EyQiAV;396686;0;D:\dev\SB19\OCR\cup_of_joe_misteryoso_live_2025_screenshot_20260208_131256.png;OK;
20260208_124628;Tingin - Live;Cup of Joe;2025;Silakbo (Live);Janine;https://open.spotify.com/track/3JY7kazhPp7qljwi916t3i;377445;0;D:\dev\SB19\OCR\cup_of_joe_tingin_live_2025_screenshot_20260208_131334.png;OK;
20260208_124628;Multo - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/2FglJMvJovfOdJU72TDqit;1254942;0;D:\dev\SB19\OCR\cup_of_joe_multo_live_2025_screenshot_20260208_131412.png;OK;
20260208_124628;'Di Maaari - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/4b1V1pOzdkIBHHyzFR5DDe;330198;0;D:\dev\SB19\OCR\cup_of_joe_di_maaari_live_2025_screenshot_20260208_131450.png;OK;
20260208_124628;Nag-iisang Muli - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/0GeGkheSINUxlSVMNCj71x;347670;0;D:\dev\SB19\OCR\cup_of_joe_nag_iisang_muli_live_2025_screenshot_20260208_131529.png;OK;
20260208_124628;Sagada - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/3LYKCBuVTAItncxkcdaUC2;396688;0;D:\dev\SB19\OCR\cup_of_joe_sagada_live_2025_screenshot_20260208_131607.png;OK;
20260208_124628;Hinga - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/2AkmK7B1f7eD1GvN0RpxaX;288299;0;D:\dev\SB19\OCR\cup_of_joe_hinga_live_2025_screenshot_20260208_131645.png;OK;
20260208_124628;Silakbo - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/0kE40Al0eC97k4r2p9CoBV;314154;0;D:\dev\SB19\OCR\cup_of_joe_silakbo_live_2025_screenshot_20260208_131724.png;OK;
20260208_124628;Mananatili - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/6khLp1vBQ0WQGBmSvOtAe7;311195;0;D:\dev\SB19\OCR\cup_of_joe_mananatili_live_2025_screenshot_20260208_131802.png;OK;
20260208_124628;Sinderela - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/0WCSlLEM8qju9TU7dz0VWF;310751;0;D:\dev\SB19\OCR\cup_of_joe_sinderela_live_2025_screenshot_20260208_131840.png;OK;
