artist_name,monthly_listeners,timestamp
Moira Dela Torre,3085307,20260126_202059
Arthur Nery,9296839,20260126_202109
juan karlos,2930785,20260126_202118
Dilaw,3118870,20260126_202128
Lola Amour,3382030,20260126_202138
SunKissed Lola,3065062,20260126_202147
December Avenue,7508240,20260126_202157
Parokya Ni Edgar,5843427,20260126_202207
Eraserheads,3442955,20260126_202217
Rivermaya,2787690,20260126_202226
Sponge Cola,2679033,20260126_202236
The Itchyworms,2855125,20260126_202246
IV of Spades,6782208,20260126_202255
Unique Salonga,4303143,20260126_202305
Orange & Lemons,5157139,20260126_202315
Silent Sanctuary,5210441,20260126_202324
NOBITA,3608011,20260126_202334
Cup of Joe,10897961,20260126_202344
Adie,4887574,20260126_202353
KZ Tandingan,2608792,20260126_202403
Gloc-9,2914586,20260126_202413
Al James,3729019,20260126_202422
Shanti Dope,4329085,20260126_202432
Flow G,4435293,20260126_202442
Regine Velasquez,1435520,20260126_202451
Yeng Constantino,1540927,20260126_202501
Morissette,1106739,20260126_202511
SB19,1331399,20260127_155450
Ben&Ben,6232409,20260127_155500
BINI,1811983,20260127_155510
PABLO,142323,20260127_155519
JOSH CULLEN,132380,20260127_155529
Stell,67766,20260127_155539
Felip,172814,20260127_155549
justin,219196,20260127_155558
Cup of Joe,10905179,20260127_155608
Dionela,4916985,20260127_155617
FINIX,15183,20260127_155627
Sarah Geronimo,3018346,20260127_155637
G22,110887,20260127_155646
Zack Tabudlo,4733491,20260127_155656
Moira Dela Torre,3104147,20260127_155706
Arthur Nery,9310559,20260127_155715
juan karlos,2922513,20260127_155725
Dilaw,3146545,20260127_155735
Lola Amour,3397723,20260127_155744
SunKissed Lola,3059718,20260127_155754
December Avenue,7504972,20260127_155803
Parokya Ni Edgar,5841602,20260127_155813
Eraserheads,3443957,20260127_155825
Rivermaya,2782271,20260127_155835
Sponge Cola,2675299,20260127_155848
The Itchyworms,2851551,20260127_155902
IV of Spades,6809041,20260127_155913
Unique Salonga,4309926,20260127_155923
Orange & Lemons,5152182,20260127_155935
Silent Sanctuary,5233019,20260127_155944
NOBITA,3609536,20260127_155954
Cup of Joe,10905179,20260127_160003
Adie,4901972,20260127_160013
KZ Tandingan,2622731,20260127_160023
Gloc-9,2911622,20260127_160033
Al James,3721182,20260127_160042
Shanti Dope,4321763,20260127_160052
Flow G,4452889,20260127_160102
Regine Velasquez,1438692,20260127_160111
Yeng Constantino,1536494,20260127_160121
Morissette,1108190,20260127_160131
SB19,1327790,20260128_080013
Ben&Ben,6237958,20260128_080023
BINI,1801564,20260128_080032
PABLO,142225,20260128_080042
JOSH CULLEN,132141,20260128_080053
Stell,67839,20260128_080106
Felip,173280,20260128_080115
justin,219012,20260128_080125
Cup of Joe,10895762,20260128_080134
Dionela,4894181,20260128_080144
FINIX,15161,20260128_080154
Sarah Geronimo,3039780,20260128_080203
G22,110825,20260128_080213
Zack Tabudlo,4727669,20260128_080223
Moira Dela Torre,3114827,20260128_080232
Arthur Nery,9297626,20260128_080242
juan karlos,2920902,20260128_080251
Dilaw,3169491,20260128_080301
Lola Amour,3399872,20260128_080310
SunKissed Lola,3060015,20260128_080320
December Avenue,7468608,20260128_080330
Parokya Ni Edgar,5814204,20260128_080339
Eraserheads,3434739,20260128_080349
Rivermaya,2771011,20260128_080359
Sponge Cola,2669817,20260128_080408
The Itchyworms,2840549,20260128_080418
IV of Spades,6838772,20260128_080427
Unique Salonga,4307272,20260128_080437
Orange & Lemons,5125184,20260128_080447
Silent Sanctuary,5218948,20260128_080456
NOBITA,3593471,20260128_080506
Cup of Joe,10895762,20260128_080515
Adie,4913089,20260128_080525
KZ Tandingan,2625286,20260128_080535
Gloc-9,2897107,20260128_080544
Al James,3700240,20260128_080554
Shanti Dope,4305593,20260128_080604
Flow G,4451055,20260128_080613
Regine Velasquez,1441695,20260128_080623
Yeng Constantino,1528939,20260128_080632
Morissette,1106285,20260128_080642
SB19,1327790,20260128_175512
Ben&Ben,6237958,20260128_175522
BINI,1801564,20260128_175533
PABLO,142225,20260128_175543
JOSH CULLEN,132141,20260128_175552
Stell,67839,20260128_175602
Felip,173280,20260128_175611
justin,219012,20260128_175621
Cup of Joe,10895762,20260128_175631
Dionela,4894181,20260128_175641
FINIX,15161,20260128_175651
Sarah Geronimo,3039780,20260128_175700
G22,110825,20260128_175710
Zack Tabudlo,4727669,20260128_175720
Arthur Nery,9297626,20260128_175739
juan karlos,2920902,20260128_175752
Dilaw,3169491,20260128_175801
Lola Amour,3399872,20260128_175811
SunKissed Lola,3060015,20260128_175821
December Avenue,7468608,20260128_175831
Parokya Ni Edgar,5814204,20260128_175840
Eraserheads,3434739,20260128_175852
Rivermaya,2771011,20260128_175901
Sponge Cola,2669817,20260128_175911
The Itchyworms,2840549,20260128_175921
IV of Spades,6838772,20260128_175931
Unique Salonga,4307272,20260128_175940
Orange & Lemons,5125184,20260128_175950
Silent Sanctuary,5218948,20260128_180000
NOBITA,3593471,20260128_180011
Cup of Joe,10895762,20260128_180021
Adie,4913089,20260128_180031
KZ Tandingan,2625286,20260128_180041
Gloc-9,2897107,20260128_180050
Al James,3700240,20260128_180100
Shanti Dope,4305593,20260128_180110
Flow G,4451055,20260128_180119
Regine Velasquez,1441695,20260128_180129
Yeng Constantino,1528939,20260128_180139
Morissette,1106285,20260128_180149
SB19,1323294,20260129_080012
Ben&Ben,6246078,20260129_080022
BINI,1785466,20260129_080032
PABLO,142160,20260129_080041
JOSH CULLEN,131483,20260129_080051
Stell,67620,20260129_080100
Felip,173512,20260129_080110
justin,218047,20260129_080121
Cup of Joe,10876583,20260129_080130
Dionela,4865808,20260129_080140
FINIX,14923,20260129_080150
Sarah Geronimo,3057275,20260129_080159
G22,110342,20260129_080209
Zack Tabudlo,4714537,20260129_080219
Moira Dela Torre,3123086,20260129_080229
Arthur Nery,9272914,20260129_080238
juan karlos,2922126,20260129_080248
Dilaw,3186974,20260129_080257
Lola Amour,3410302,20260129_080307
SunKissed Lola,3054772,20260129_080317
December Avenue,7443931,20260129_080326
Parokya Ni Edgar,5780991,20260129_080336
Eraserheads,3423864,20260129_080346
Rivermaya,2762451,20260129_080355
Sponge Cola,2665676,20260129_080405
The Itchyworms,2824469,20260129_080415
IV of Spades,6865606,20260129_080425
Unique Salonga,4296923,20260129_080434
Orange & Lemons,5099443,20260129_080444
Silent Sanctuary,5204015,20260129_080453
NOBITA,3590837,20260129_080503
Cup of Joe,10876583,20260129_080513
Adie,4915067,20260129_080522
KZ Tandingan,2622514,20260129_080532
Gloc-9,2883173,20260129_080542
Al James,3688015,20260129_080551
Shanti Dope,4290665,20260129_080601
Flow G,4440059,20260129_080611
Regine Velasquez,1446788,20260129_080620
Yeng Constantino,1519543,20260129_080630
Morissette,1104413,20260129_080640
SB19,1306759,20260130_080012
Ben&Ben,6262879,20260130_080026
BINI,1738001,20260130_080039
PABLO,140810,20260130_080052
JOSH CULLEN,130441,20260130_080106
Stell,67144,20260130_080115
Felip,173789,20260130_080125
justin,217627,20260130_080134
Cup of Joe,10850133,20260130_080144
Dionela,4836041,20260130_080154
FINIX,14644,20260130_080203
Sarah Geronimo,3059217,20260130_080213
G22,109401,20260130_080223
Zack Tabudlo,4704722,20260130_080232
Moira Dela Torre,3133848,20260130_080242
Arthur Nery,9240488,20260130_080251
juan karlos,2927694,20260130_080301
Dilaw,3215319,20260130_080311
Lola Amour,3422161,20260130_080320
SunKissed Lola,3054331,20260130_080330
December Avenue,7414885,20260130_080340
Parokya Ni Edgar,5743273,20260130_080349
Eraserheads,3406395,20260130_080359
Rivermaya,2748975,20260130_080409
Sponge Cola,2668193,20260130_080418
The Itchyworms,2804202,20260130_080428
IV of Spades,6892556,20260130_080438
Unique Salonga,4300981,20260130_080447
Orange & Lemons,5075311,20260130_080457
Silent Sanctuary,5193752,20260130_080507
NOBITA,3596017,20260130_080516
Cup of Joe,10850133,20260130_080527
Adie,4921998,20260130_080537
KZ Tandingan,2625013,20260130_080547
Gloc-9,2847448,20260130_080556
Al James,3647684,20260130_080606
Shanti Dope,4249480,20260130_080615
Flow G,4421124,20260130_080625
Regine Velasquez,1454141,20260130_080635
Yeng Constantino,1496833,20260130_080644
Morissette,1103425,20260130_080654
SB19,1315261,20260131_005427
Ben&Ben,6325321,20260131_005437
BINI,1734033,20260131_005447
PABLO,141930,20260131_005456
JOSH CULLEN,131566,20260131_005506
Stell,67531,20260131_005516
Felip,176451,20260131_005525
justin,219229,20260131_005535
Cup of Joe,10885966,20260131_005545
Dionela,4833280,20260131_005555
FINIX,14440,20260131_005604
Sarah Geronimo,3094180,20260131_005614
G22,109980,20260131_005623
Zack Tabudlo,4720219,20260131_005633
Moira Dela Torre,3157426,20260131_005643
Arthur Nery,9260179,20260131_005654
juan karlos,2940688,20260131_005704
Dilaw,3246041,20260131_005714
Lola Amour,3455119,20260131_005723
SunKissed Lola,3075059,20260131_005733
December Avenue,7435573,20260131_005744
Parokya Ni Edgar,5748431,20260131_005754
Eraserheads,3421195,20260131_005804
Rivermaya,2767649,20260131_005813
Sponge Cola,2694276,20260131_005823
The Itchyworms,2809742,20260131_005836
IV of Spades,6918869,20260131_005846
Unique Salonga,4329475,20260131_005855
Orange & Lemons,5093342,20260131_005905
Silent Sanctuary,5222858,20260131_005915
NOBITA,3634103,20260131_005924
Cup of Joe,10885966,20260131_005934
Adie,4953622,20260131_005944
KZ Tandingan,2650821,20260131_005953
Gloc-9,2852961,20260131_010003
Al James,3656458,20260131_010013
Shanti Dope,4250314,20260131_010022
Flow G,4433846,20260131_010032
Regine Velasquez,1472570,20260131_010041
Yeng Constantino,1504394,20260131_010051
Morissette,1112240,20260131_010101
SB19,1315261,20260131_080013
Ben&Ben,6325321,20260131_080023
BINI,1734033,20260131_080033
PABLO,141930,20260131_080042
JOSH CULLEN,131566,20260131_080051
Stell,67531,20260131_080101
Felip,176451,20260131_080111
justin,219229,20260131_080120
Cup of Joe,10885966,20260131_080130
Dionela,4833280,20260131_080140
FINIX,14440,20260131_080150
Sarah Geronimo,3094180,20260131_080200
G22,109980,20260131_080210
Zack Tabudlo,4720219,20260131_080219
Moira Dela Torre,3157426,20260131_080229
Arthur Nery,9260179,20260131_080239
juan karlos,2940688,20260131_080251
Dilaw,3246041,20260131_080302
Lola Amour,3455119,20260131_080313
SunKissed Lola,3075059,20260131_080322
December Avenue,7435573,20260131_080332
Parokya Ni Edgar,5748431,20260131_080342
Eraserheads,3421195,20260131_080351
Rivermaya,2767649,20260131_080401
Sponge Cola,2694276,20260131_080411
The Itchyworms,2809742,20260131_080420
IV of Spades,6918869,20260131_080430
Unique Salonga,4329475,20260131_080442
Orange & Lemons,5093342,20260131_080452
Silent Sanctuary,5222858,20260131_080501
NOBITA,3634103,20260131_080511
Cup of Joe,10885966,20260131_080520
Adie,4953622,20260131_080530
KZ Tandingan,2650821,20260131_080540
Gloc-9,2852961,20260131_080549
Al James,3656458,20260131_080559
Shanti Dope,4250314,20260131_080608
Flow G,4433846,20260131_080618
Regine Velasquez,1472570,20260131_080628
Yeng Constantino,1504394,20260131_080637
Morissette,1112240,20260131_080647
SB19,1324863,20260201_004137
Ben&Ben,6353859,20260201_004147
BINI,1731465,20260201_004156
PABLO,143416,20260201_004206
JOSH CULLEN,132795,20260201_004215
Stell,68524,20260201_004225
Felip,180690,20260201_004234
justin,220437,20260201_004244
Cup of Joe,10915276,20260201_004254
Dionela,4831520,20260201_004305
FINIX,14337,20260201_004317
Sarah Geronimo,3124389,20260201_004328
G22,111316,20260201_004339
Zack Tabudlo,4720761,20260201_004348
Moira Dela Torre,3175274,20260201_004358
Arthur Nery,9257770,20260201_004408
juan karlos,2937283,20260201_004417
Dilaw,3248646,20260201_004427
Lola Amour,3463810,20260201_004436
SunKissed Lola,3076721,20260201_004446
December Avenue,7440490,20260201_004455
Parokya Ni Edgar,5739488,20260201_004505
Eraserheads,3429764,20260201_004515
Rivermaya,2763964,20260201_004524
Sponge Cola,2702729,20260201_004534
The Itchyworms,2795745,20260201_004544
IV of Spades,6918552,20260201_004553
Unique Salonga,4347337,20260201_004603
Orange & Lemons,5080934,20260201_004612
Silent Sanctuary,5230546,20260201_004622
NOBITA,3653545,20260201_004632
Cup of Joe,10915276,20260201_004641
Adie,4967508,20260201_004651
KZ Tandingan,2704916,20260201_004701
Gloc-9,2846875,20260201_004710
Al James,3638167,20260201_004720
Shanti Dope,4246901,20260201_004729
Flow G,4431500,20260201_004739
Regine Velasquez,1487920,20260201_004749
Yeng Constantino,1509908,20260201_004758
Morissette,1116703,20260201_004808
SB19,1330112,20260202_080013
Ben&Ben,6386043,20260202_080023
BINI,1730107,20260202_080033
PABLO,144054,20260202_080042
JOSH CULLEN,133304,20260202_080055
Stell,69071,20260202_080108
Felip,182853,20260202_080118
justin,220000,20260202_080129
Cup of Joe,10968354,20260202_080139
Dionela,4832931,20260202_080148
FINIX,14326,20260202_080158
Sarah Geronimo,3152856,20260202_080208
G22,112040,20260202_080217
Zack Tabudlo,4717341,20260202_080227
Moira Dela Torre,3200759,20260202_080236
Arthur Nery,9282090,20260202_080246
juan karlos,2939846,20260202_080256
Dilaw,3271322,20260202_080305
Lola Amour,3466185,20260202_080315
SunKissed Lola,3071543,20260202_080324
December Avenue,7444145,20260202_080334
Parokya Ni Edgar,5742776,20260202_080344
Eraserheads,3446444,20260202_080353
Rivermaya,2767189,20260202_080403
Sponge Cola,2716004,20260202_080412
The Itchyworms,2798061,20260202_080422
IV of Spades,6922648,20260202_080432
Unique Salonga,4351235,20260202_080441
Orange & Lemons,5077178,20260202_080451
Silent Sanctuary,5263559,20260202_080500
NOBITA,3660452,20260202_080510
Cup of Joe,10968354,20260202_080520
Adie,4970083,20260202_080529
KZ Tandingan,2728722,20260202_080539
Gloc-9,2846478,20260202_080548
Al James,3633508,20260202_080558
Shanti Dope,4245791,20260202_080608
Flow G,4449778,20260202_080617
Regine Velasquez,1502167,20260202_080627
Yeng Constantino,1514847,20260202_080636
Morissette,1121924,20260202_080646
