Song Title;Artist;Year;Album/EP/Single;Collaborating Artist(s);Spotify Link;Streams
Mananatili - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/6khLp1vBQ0WQGBmSvOtAe7;
Sinderela - Live;Cup of Joe;2025;Silakbo (Live);;https://open.spotify.com/track/0WCSlLEM8qju9TU7dz0VWF;
Multo (Stripped Down);Cup of Joe;2026;The Loved One (OST);;https://open.spotify.com/track/1GSv3y0eL50grXOaro8BTn;
Tingin;Cup of Joe;2026;The Loved One (OST);Janine;https://open.spotify.com/track/5O7dHERnvoKGz201gAnVQv;
Multo;Cup of Joe;2026;The Loved One (OST);;https://open.spotify.com/track/0y3JZzwAoXC91c8Z7oW57n;
Libu-Libong Buwan (Uuwian);Cup of Joe;;Unknown;;https://open.spotify.com/track/5r45gXar0mUS6ow4w7X0R7;
Kembot;Cup of Joe;;Unknown;;https://open.spotify.com/track/1vP1a1JlkSkcpnmZUQKERK;
Kalawakan;Cup of Joe;;Unknown;;https://open.spotify.com/track/4FjxWW5SwGmpqqQEaBIsXQ;
Pakikinggan Kita;Cup of Joe;;Unknown;;https://open.spotify.com/track/7L9cdAhFwW9aly8DYHNUGY;
Hirap Aminin;Cup of Joe;;Unknown;;https://open.spotify.com/track/5ict8KX7EgYElOvsznnOMc;
Pamahiin;Cup of Joe;;Unknown;;https://open.spotify.com/track/4bjqe7bp7FeuwoJPg4yzkL;
Kung Payagan;Cup of Joe;;Unknown;;https://open.spotify.com/track/427P8bcKRt5taEqZIcAlYU;
Lalayo;Cup of Joe;;Unknown;;https://open.spotify.com/track/3DAcD4Bv39It8NVpotTyEi;
Isang Daan;Cup of Joe;;Unknown;;https://open.spotify.com/track/0lA5Q2kpsOiJ7VR3Umgo4t;
