Song Title;Artist;Year;Album/EP/Single;Collaborating Artist(s);Spotify Link;Streams
E.R;New:ID;2023;E.R (Single);;https://open.spotify.com/track/4EC6DCyfcnf25nScqh5DPA;
E.R (Inst.);New:ID;2023;E.R (Single);;https://open.spotify.com/track/3PQu73tG0Nw4OmfVqhEOk6;
Deja vu;New:ID;2023;Deja vu (Single);;https://open.spotify.com/track/2DqBzbwSDj4fEcTjS1nRAH;
Deja vu (Inst.);New:ID;2023;Deja vu (Single);;https://open.spotify.com/track/4BMS5IeBYgsL5Vbhamvm5Y;
GHOST;New:ID;2024;NEW EGO (EP);;https://open.spotify.com/track/7dkQohR1nAZ1V1Fgk39aZg;
The Day We Meet Again (Tagalog VER.);New:ID;2024;NEW EGO (EP);;https://open.spotify.com/track/6M6IXJi9Y74zEX1B7zQ6Ez;
GHOST (Inst.);New:ID;2024;NEW EGO (EP);;https://open.spotify.com/track/5von6MOmkWA6Vh0hyeIOFe;
The Day We Meet Again (Tagalog VER.) (Inst.);New:ID;2024;NEW EGO (EP);;https://open.spotify.com/track/6vEI1lqFmiNdc5nDemLpj3;
