Song Title;Artist;Year;Album/EP/Single;Collaborating Artist(s);Spotify Link;Streams
6oodBoy;6ENSE;2022;Single;;https://open.spotify.com/track/3JO5B8JKwuaORWRBojgdVK;
Hindi Na;6ENSE;2023;Single;;https://open.spotify.com/track/3SyWeqCofHts05tZEpiRUu;
Amin Amin;6ENSE;2024;Single;;https://open.spotify.com/track/1Ulvj3Lni03gYmlMhxcLp0;
H.U.G;6ENSE;2024;Single;;https://open.spotify.com/track/2izNahOo0LdpN875ehUhjX;
Para Sa Iyo;6ENSE;2025;Single;;https://open.spotify.com/track/0kKOwoqoLWcGiqB2VYRMviO;
Muni Muni;6ENSE;2025;Single;;https://open.spotify.com/track/6LJox0N8Nhaplcdk5yGDJ3;
BWAN;6ENSE;2026;Single;;https://open.spotify.com/track/1OfeNfIgZikKba6d9x9L6e;
