Song Title;Artist;Year;Album/EP/Single;Collaborating Artist(s);Spotify Link;Streams
Balang Araw;SY•NC;2024;Single;;https://open.spotify.com/track/5wmnNRPSDdHIXUXTLTklJ4;
Paglipas Ng Ulan;SY•NC;2025;Single;;https://open.spotify.com/track/0Hdvb7w0SGTeEQe3cB8RJK;
PLS;SY•NC;2025;Single;;https://open.spotify.com/track/27JQC8Z5Tl7ALxU249bF2L;
